2.766449009091659139e+00	2.109451122053612206e-04
4.687337558704589568e+00	1.135221820291145887e-04
6.667069532609252391e+00	6.762919822248005517e-05
8.652995556040854908e+00	4.621940218999237554e-05
1.067799044774463368e+01	3.230447907809298660e-05
1.258283568666310437e+01	2.426880900918362447e-05
1.453755034436339244e+01	1.849708823665965698e-05
1.650059109356505971e+01	1.447875089452575858e-05
1.848112931540222803e+01	1.140562599331078853e-05
2.044216183838622314e+01	9.237840339596814114e-06
2.237069727966600396e+01	7.524563748002809739e-06
2.433286637827409749e+01	6.230526590803806313e-06
2.633019262089781165e+01	5.151936035610333109e-06
2.827752694229070229e+01	4.333564316039833465e-06
3.021702624491575406e+01	3.653506997646691142e-06
3.216555714436933755e+01	3.102026731727980128e-06
3.411810869616009256e+01	2.641342337017035282e-06
3.607542355739618500e+01	2.259149832019626630e-06
3.803771018379882918e+01	1.923149457835530665e-06
4.000065005406411700e+01	1.638869349508879162e-06
4.194916470533509312e+01	1.404507667461024815e-06
4.389038118870110594e+01	1.203577617150916727e-06
4.585445318379596813e+01	1.029920372407327847e-06
4.780445866711644243e+01	8.859292988821794550e-07
4.975635944005266964e+01	7.622926371742200284e-07
5.172508198394858425e+01	6.570187956495018061e-07
5.368978998283395043e+01	5.638826578730275355e-07
5.563476185212449110e+01	4.834714178818356045e-07
5.758032152756251776e+01	4.175912536379414496e-07
5.952167290454028148e+01	3.627081228856398755e-07
6.148260732173254439e+01	3.167752312907563611e-07
6.344244709751544065e+01	2.784866985772582877e-07
6.540084765150150758e+01	2.456194596891386420e-07
6.735827960000908377e+01	2.148771319822528877e-07
6.931012136112180144e+01	1.904037101978810800e-07
7.126597850434744430e+01	1.651450387216782316e-07
7.320945561278632852e+01	1.431188108079742711e-07
7.516062917359562334e+01	1.269775154729978370e-07
7.711730104563297061e+01	1.086081394923160135e-07
7.906432917915859093e+01	9.407004270942776125e-08
8.101776944085982279e+01	7.961864506932254202e-08
8.297373143803505968e+01	7.311520318497112271e-08
8.493724251574209916e+01	6.842672564350455161e-08
8.689889983310706612e+01	6.992868731485825982e-08
8.885217277131125968e+01	7.866804361762001319e-08
9.079529233441881786e+01	9.924453921924003409e-08
9.274038871275969598e+01	1.237607161596926512e-07
9.469665148652323694e+01	1.511755998860397718e-07
9.665178564746608458e+01	1.708976226804397030e-07
9.860668844371639352e+01	1.825209018424349168e-07
1.005656432163731324e+02	1.823811535545141386e-07
1.025233935491532122e+02	1.708336507447476380e-07
1.044820006547038673e+02	1.509257277329832167e-07
1.064255543866716636e+02	1.287110949553955832e-07
1.083769996767538544e+02	1.037543795514881590e-07
1.103332819338490935e+02	8.291552334269407503e-08
1.122762567011030370e+02	6.149820668705251631e-08
1.142299505889513398e+02	4.189224518748484427e-08
1.161845941708898522e+02	2.256362207342672329e-08
1.181431398615956851e+02	4.636092688101252453e-09
1.200979427250146472e+02	-7.431436561115571872e-09
1.220438705343551504e+02	-1.707070627300292434e-08
1.240060868217183270e+02	-2.030835480238069814e-08
1.259584934853075140e+02	-2.340242591694167984e-08
1.279119722296068460e+02	-2.924393027225948863e-08
1.298671470170205566e+02	-3.273479545518918534e-08
1.318126413935215169e+02	-3.295928794884562561e-08
1.337717716474588485e+02	-3.351314672962861279e-08
1.357280367531938907e+02	-3.551283434336739229e-08
1.376751241200622928e+02	-3.642149861497051571e-08
1.396222305216122663e+02	-3.649494007812209121e-08
1.415737352078443507e+02	-3.751442320842092051e-08
1.435389358085752178e+02	-4.022762005769444410e-08
1.454975914009351357e+02	-4.158509054668405102e-08
1.474510007557747997e+02	-4.394446957206180649e-08
1.494053393426194702e+02	-4.472507545355922271e-08
1.513532193324795116e+02	-4.460880326321646710e-08
1.533015568815104643e+02	-4.492259089593403169e-08
1.552539916238027047e+02	-4.633957105948989885e-08
1.572015353558338120e+02	-4.765323037328512077e-08
1.591525805196842214e+02	-4.919054094364402223e-08
1.611172146735356421e+02	-5.027196567965471769e-08
1.630744331631938735e+02	-5.199389052982935918e-08
1.650224545547705759e+02	-5.136450672916353987e-08
1.669750935848125266e+02	-5.102439448261220280e-08
1.689336330473794590e+02	-4.887647478753946990e-08
1.708873559830289537e+02	-4.686707939389215880e-08
1.728303759508748669e+02	-4.585261769205640518e-08
1.747861554823722656e+02	-4.533002945240268825e-08
1.767493833256204141e+02	-4.264903451685908539e-08
1.787013022023145083e+02	-4.203965307952441267e-08
1.806517466801725789e+02	-4.313818454412530769e-08
1.826052581670591337e+02	-4.466727995215076682e-08
1.845568248961149891e+02	-4.590351427576716260e-08
1.865088271519656757e+02	-4.636616952385658288e-08
1.884580760843890062e+02	-4.551355711198676943e-08
1.904099144238453505e+02	-4.313209188348237433e-08
1.923685198100676814e+02	-4.128794530613169430e-08
1.943216753144575932e+02	-3.947271741105063476e-08
1.962712264739030559e+02	-3.950890453665249630e-08
1.982288357663781824e+02	-3.704192301030543995e-08
2.001826560592305668e+02	-3.742171769159166956e-08
2.021356499049609567e+02	-3.763746872267164778e-08
2.040909150248786261e+02	-3.867473056966435942e-08
2.060425265480764381e+02	-3.789567657929156328e-08
2.079951638105671918e+02	-3.686992372593864604e-08
2.099499332212202773e+02	-3.763921795677160116e-08
2.119009899202461042e+02	-3.945799420663681730e-08
2.138517887152066521e+02	-4.052537719054517510e-08
2.158024247465513952e+02	-4.269868969580137621e-08
2.177555258833756682e+02	-4.219105352449941479e-08
2.197123096162464435e+02	-4.125825362200870790e-08
2.216673680999908242e+02	-3.946539410632923325e-08
2.236225878658738679e+02	-3.800860032565174733e-08
2.255783147803634563e+02	-3.710960832975251400e-08
2.275310363611180264e+02	-3.572054010444332972e-08
2.294848904494354827e+02	-3.390182384869429113e-08
2.314357151183918404e+02	-3.195579335672348735e-08
2.333817964787405970e+02	-3.083591846878680393e-08
2.353366470135908060e+02	-2.924076534091907299e-08
2.372913547104220982e+02	-2.660247962184055555e-08
2.392441649191791555e+02	-2.429269949397872373e-08
2.412004000379743047e+02	-2.433804995150669741e-08
2.431567088748294054e+02	-2.410692902902190569e-08
2.451146191374633645e+02	-2.315772718559064314e-08
2.470599659799935353e+02	-1.983417680944041139e-08
2.490057137922078141e+02	-1.711195515927954643e-08
2.509601167585986445e+02	-1.466225019547891984e-08
2.529142853915838884e+02	-1.331073499156955464e-08
2.548702595608530714e+02	-1.186620292421201527e-08
2.568223831392128318e+02	-1.041642262697167588e-08
2.587790077020705439e+02	-9.312270172073940187e-09
2.607392942412442949e+02	-8.920021276002188423e-09
2.626875537446395583e+02	-9.089739068549072967e-09
2.646349707640773090e+02	-8.076343478856564708e-09
2.665906927023059438e+02	-8.153818052181030919e-09
2.685446992742764678e+02	-8.167933674550932613e-09
2.704962207679892572e+02	-7.842615994798509141e-09
2.724484286849486239e+02	-8.725823275283637930e-09
2.744025149636387937e+02	-8.142761329268901423e-09
2.763555480121025312e+02	-7.267093127812558157e-09
2.783061745795032493e+02	-6.477038671687322998e-09
2.802605560790273103e+02	-5.676171858244310667e-09
2.822150784519411673e+02	-5.023486874770586241e-09
2.841706568362778853e+02	-3.517511827523296207e-09
2.861254871045459822e+02	-2.526034777266409619e-09
2.880777337832076910e+02	-2.366593323931588724e-09
2.900326595037350330e+02	-5.059945095895413556e-10
2.919891956151309955e+02	9.448879660462564653e-10
2.939385025051345792e+02	2.697215411280705899e-09
