CF dip peak lp ip
190 89.64048378252521 103.12935811149259 96.38492094700891 96.5568956260163
191 100.53362354013748 116.4130218719635 108.47332270605048 109.37859240641855
192 77.29960696957681 91.43551388702643 84.36756042830163 84.97026875464104
193 78.15097915810867 92.90331942640202 85.52714929225534 86.2725503779057
194 86.9492398530104 102.34731455138838 94.64827720219938 95.3574883440468
195 82.13488692147567 94.42990070647981 88.28239381397773 88.48086483962587
196 88.55415036121137 105.707066274262 97.13060831773669 98.03527140924979
197 76.18918689192571 88.23811240843717 82.21364965018145 82.58189157880953
198 84.52105209479477 98.79897832709365 91.66001521094421 92.27498411104256
199 86.57647634258133 99.99745541897059 93.28696588077597 93.80586918590797
200 76.7718788164417 85.94650702970237 81.35919292307204 81.37749786812347
201 89.25933895004648 99.20530524190023 94.23232209597336 94.2959784192251
202 94.5821066811042 112.57982440123725 103.58096554117071 104.85409438661426
203 110.7077169943143 130.31028094145478 120.50899896788454 122.07265009705172
204 79.80200756398202 94.19228494374737 86.99714625386468 87.5176288702976
205 73.5950852800132 88.18589862582917 80.89049195292118 81.7529591620073
206 73.51731796698405 87.74081288068572 80.62906542383489 81.1845128549647
207 90.00268260696788 108.04049440686255 99.02158850691521 100.0953135746288
208 86.26817483252623 101.66463729734127 93.96640606493375 94.633718157323
209 112.46810671897757 131.57892691232558 122.02351681565158 123.0290068845813
210 77.51909331285499 91.13081019175509 84.32495175230504 84.87855489333154
211 77.07085160326375 90.27595294416159 83.67340227371267 84.37310342210431
212 87.98385451247273 97.2494866603456 92.61667058640916 92.75202153213532
213 76.06807829528933 89.5303337009076 82.79920599809847 83.06713469287727
214 91.72287447917036 104.76354984024786 98.24321215970912 98.62662522201467
215 78.57904893232174 92.22544259720148 85.4022457647616 86.16855801967029
216 93.02887813279754 109.06353854360401 101.04620833820078 101.80261738953557
217 81.98307168966785 97.41189742908612 89.69748455937699 90.41351877817938
218 87.26984227966845 106.50319254763701 96.88651741365274 98.43229939421614
219 72.10327157861427 84.7087204529876 78.40599601580094 78.96651741929452
220 96.16551160568895 109.53431633869779 102.84991397219338 103.18464243224004
221 76.71439468204996 91.72113187139304 84.2177632767215 84.74197719929663
222 74.5280265033502 86.69330288607121 80.6106646947107 81.23589320809243
223 79.24185606835273 94.01002154370693 86.62593880602984 87.35738902495734
224 80.4999227843282 95.20216375961488 87.85104327197155 88.50655443057914
225 73.14259097446649 86.47081778213837 79.80670437830243 80.24979243224615
226 106.679784232153 125.72413336937545 116.20195880076423 116.93178664798135
227 74.6129135267991 88.63576318832891 81.624338357564 82.27660272814265
228 74.65463279250447 83.53684338157562 79.09573808704005 79.20009107352617
229 101.10812876194746 114.92026762599406 108.01419819397076 108.20418859219238
230 84.86334925767011 96.83514526592481 90.84924726179746 91.03491161559249
231 97.81434801144276 112.81492823657321 105.31463812400798 105.80454833846542
232 82.18852532971827 97.09069667159795 89.6396110006581 90.07861955848618
233 88.37659384582837 103.89569203602437 96.13614294092636 96.90533560701523
234 91.52637188657675 105.24724770820139 98.38680979738908 98.58296184681575
235 75.52914948377835 89.11740848722124 82.3232789854998 82.66418625403078
236 77.41346610886298 92.85406519939434 85.13376565412867 85.53586198423841
237 95.0052088188562 114.11854119109947 104.56187500497784 106.04826895618369
238 113.14854507390908 131.06331599101807 122.10593053246357 122.81849517165371
239 110.26944388120074 124.56964229335 117.41954308727537 117.65464755061772
240 102.59813378673516 119.17005593240427 110.88409485956971 111.95156217379292
241 88.00728768269182 100.50684625857052 94.25706697063117 94.67524875880459
242 94.20489220533275 106.76617903625724 100.48553562079499 100.68087226529468
243 98.84187685017675 113.40976608230837 106.12582146624256 106.94165934079071
245 77.97134444491469 90.96479521511272 84.4680698300137 84.72691542827265
246 90.75095697958585 106.33088056692398 98.54091877325492 99.11753754150618
247 88.85872206350143 104.96761404352038 96.9131680535109 97.75674365570428
248 95.72457033745953 109.37985186380263 102.55221110063107 102.96550936143613
249 86.81980068391871 96.69357236107342 91.75668652249607 91.76163198401625
250 80.02695028994248 93.1203380892075 86.57364418957499 87.1424486523951
251 101.77604215878831 118.37247586521477 110.07425901200153 110.67557271790744
252 121.74134729006286 137.6208140104638 129.6810806502633 130.05152692498547
253 93.9888926032923 112.10200470012546 103.04544865170888 104.08216353371613
254 93.53494092578262 109.68574153656755 101.61034123117508 102.06565282161964
255 74.1571504055405 86.42587951044663 80.29151495799357 80.50864284878396
256 93.01674173381791 105.88833808007443 99.45253990694617 99.79210812286362
257 92.49119987299582 107.1574503171866 99.82432509509121 100.54085074784061
258 106.2792863033143 123.38358039888702 114.83143335110066 115.6698743852272
259 98.35979380900176 116.25139075978883 107.30559228439529 107.85078150684073
260 90.66843231785599 105.17410492542224 97.92126862163911 98.60107075808801
261 99.26808825392051 115.15084622707049 107.2094672404955 107.98499498994205
262 91.60802714539042 108.10248617687958 99.855256661135 100.23403845944361
263 95.0500563044783 111.70066572736549 103.3753610159219 103.91195546164509
264 76.13090496054323 89.01287421582359 82.57188958818341 83.3373676332383
265 120.39667684295313 136.45818533218215 128.42743108756764 128.77685970305774
266 98.76597694872716 114.40281918290505 106.5843980658161 107.24389287534652
267 90.52033270902156 104.57496878230099 97.54765074566127 98.03525346848114
268 77.12016681842105 92.62492849171453 84.87254765506779 85.92072372811845
269 107.50111601430542 126.73556714353613 117.11834157892078 117.82568530718547
270 83.50612382040113 98.83482513375064 91.17047447707589 91.96412395162567
271 95.5480362061491 113.23446061490202 104.39124841052556 105.23544008293248
272 83.73326168434527 92.44975994675953 88.0915108155524 88.12074173717514
273 74.58283131481735 87.73034000312981 81.15658565897358 81.87509914826155
274 83.3800592051231 99.56995789510572 91.47500855011441 92.11325905809703
275 82.49342998065488 96.9717854187839 89.73260769971938 90.51976405105313
276 90.41763253680756 106.80581487716256 98.61172370698506 99.44060651211781
277 74.83794799876668 87.8208595192863 81.32940375902649 82.03891134133879
278 91.2339548770509 107.71122891061529 99.4725918938331 100.18478702978908
279 89.11902320996563 104.91693249793485 97.01797785395024 97.94935904390636
280 94.45064351793317 108.44742353738589 101.44903352765954 101.85806039738257
281 93.00540063588286 107.18977758658106 100.09758911123197 100.43290602488544
282 82.09123353627403 95.35520617048147 88.72321985337774 89.32520302467586
283 80.63550317482523 94.11741916645583 87.37646117064054 88.02624715114291
284 78.56011339640632 91.49546028333637 85.02778683987134 85.54310610768492
285 79.43601171099367 92.42706428119457 85.93153799609412 86.51122087515739
286 101.89673763795652 117.43121241606377 109.66397502701014 110.36371061297727
287 94.31775685512044 109.05748464502877 101.6876207500746 102.44471340477683
288 90.80165424530657 107.02790357354294 98.91477890942475 99.76689515737736
289 87.85093983965866 101.6094499223131 94.73019488098589 95.22572243543463
290 109.40272490393515 125.0563451745459 117.22953503924052 117.68314120548283
291 83.82830218747013 95.5129531750942 89.67062768128216 89.99156643402516
292 105.38769395107714 123.65604182645734 114.52186788876725 115.38699970472298
293 78.71556415930155 88.04919633047777 83.38238024488966 83.33889350370391
294 114.12264516163734 131.98125086092116 123.05194801127925 123.70644147963807
295 89.24601744330516 104.9657100227962 97.10586373305068 97.63800771631135
296 78.97416817482146 91.95381941791871 85.46399379637009 86.06941321810159
297 102.71663996761892 121.44028090714532 112.07846043738212 112.95544446916098
298 74.28671465372553 85.44276052201151 79.86473758786852 80.10878612909298
299 75.34926713975527 89.81123802476449 82.58025258225987 83.24343184552272
300 92.51523172094193 111.30494690442961 101.91008931268577 103.08262851808877
301 100.97234955908021 115.76278488791382 108.36756722349702 108.82240523334873
302 90.72918788107481 105.20645295395482 97.96782041751482 98.5505556612019
303 96.59466120078154 115.48818272906057 106.04142196492106 107.5333543136725
304 97.19692774180292 114.83472442822324 106.01582608501309 106.71816422830496
305 97.01400291317394 112.16567517923349 104.5898390462037 105.31227769907093
306 105.92929303867656 125.09936581149951 115.51432942508804 116.49503818103815
307 93.54163771026454 103.30703486593943 98.42433628810198 98.44129600730533
308 82.40471436641869 96.97027726668702 89.68749581655285 89.98339717468987
309 79.60817485949816 93.02194030364012 86.31505758156914 86.96390422140233
310 96.3214122319451 113.75119397860892 105.03630310527701 105.6999598969815
311 74.46212899051456 86.47030004939036 80.46621451995246 80.81197455044858
312 90.53399915972881 108.65843686122192 99.59621801047535 100.94112596660665
313 74.2165517637678 85.41937647009989 79.81796411693384 79.98501385045856
314 81.69227124492248 95.28418588345436 88.48822856418842 88.9249331261575
315 75.70017347884065 89.65454576267712 82.67735962075889 83.46612261386338
316 96.64908188015986 114.23656507399605 105.44282347707795 106.15117480839541
317 76.65972500499947 86.98019458615124 81.81995979557536 81.83434956373179
318 104.37274112215616 122.30230528960051 113.33752320587834 114.13911018244966
319 77.13760569770403 87.04978845477245 82.09369707623824 82.23575305423215
320 90.89125132110658 107.13870846567129 99.01497989338893 99.83277672684619
321 86.6631787609043 101.75822312471735 94.21070094281083 94.42941896172955
322 91.24838847316902 105.38277484560457 98.3155816593868 98.88726366555717
323 100.1027379297969 116.24170513894869 108.1722215343728 108.83865736147538
324 85.34022807177608 101.52359994341592 93.43191400759599 94.16411084413201
325 84.97611657507592 98.87059187621112 91.92335422564352 92.38594911617567
326 111.48400270166096 129.86029194536337 120.67214732351216 121.3357706806495
327 88.76040379473537 102.38892132327148 95.57466255900343 96.11895723157514
328 104.12898568228317 122.22882105795229 113.17890337011772 114.41218016238686
329 91.2424907628792 110.87508404425094 101.05878740356508 102.60712995979407
330 105.47570717436884 124.11026186874761 114.79298452155822 115.53130037400916
331 84.03971777983858 97.99172459048852 91.01572118516356 91.68291096216447
332 85.43508939897697 98.72045124387405 92.0777703214255 92.38554645112377
333 79.84061188755975 94.40453241180863 87.12257214968419 88.00211584956668
334 90.97018243277756 105.66046067114965 98.3153215519636 98.97614102974754
335 99.63708521636264 117.17177362337878 108.40442941987071 108.9876745192279
336 79.49419574054726 90.46875419394165 84.98147496724445 85.2146948530587
337 91.08387511841505 104.77230086401775 97.9280879912164 98.48310295812863
338 86.88537367722955 99.87925627519948 93.38231497621452 93.55395351757954
339 88.50217202578753 104.96433660696981 96.73325431637866 97.5299700441614
340 77.88929659959861 88.0636008820324 82.9764487408155 83.03905580528213
341 83.48001999263049 96.09282288250466 89.78642143756758 90.08245828293045
342 96.60181804361024 111.10929014971046 103.85555409666034 104.31585073321513
343 99.15151727352625 114.47788982009901 106.81470354681264 107.42137844030427
344 80.60163089823335 94.53610784824848 87.56886937324091 87.92566546957843
345 82.8070267306741 97.69456679238564 90.25079676152987 90.67110773527612
346 79.26632193321186 92.3863432914229 85.82633261231737 86.09061302493068
347 98.09291290663334 113.96375363378871 106.02833327021102 106.66679015552171
348 74.22957762181879 88.00722461212618 81.11840111697248 81.76045370492552
349 93.80696823663563 110.9748558109961 102.39091202381587 103.44825338060954
350 90.92464034617338 107.74379783776774 99.33421909197057 99.8295093427664
351 77.49349530964334 90.17801959707002 83.83575745335668 84.50493405648082
352 77.65703291705643 91.18556653587231 84.42129972646437 84.93133619835031
353 71.88080187867975 82.98218416733745 77.4314930230086 77.56091434705402
354 82.43490371448132 96.46188694694366 89.44839533071249 89.97243327853546
355 78.38032901920872 92.38378171981704 85.38205536951287 85.69976963998074
356 85.9500782105217 100.67452153248598 93.31229987150384 93.84921576119984
357 86.00707324382138 101.30476442021876 93.65591883202006 94.16082936309576
358 102.57200118681521 119.5638468131506 111.06792399998291 111.61827975697429
359 80.2674327817167 93.57440204100303 86.92091741135987 87.18001780847264
360 92.04804139613417 106.71458263348387 99.38131201480903 100.059295337219
361 101.67399869637944 118.86460989471898 110.2693042955492 111.0625156733095
362 74.54540255270567 87.08333436013666 80.81436845642116 81.0956551804156
363 96.18784625154632 114.32759828312079 105.25772226733355 106.04579511344552
364 79.40996776768324 93.70912796047757 86.5595478640804 87.19594175566459
365 78.04838722650864 91.80230961819626 84.92534842235244 85.59708316431481
366 103.97557500151866 120.34623105999526 112.16090303075697 113.13156210556538
367 96.7707001523396 109.94468099379083 103.35769057306521 103.53140462643618
368 81.26759136738032 96.51059310117051 88.88909223427541 89.79107049506612
369 89.75642439736201 105.44067359670915 97.59854899703558 98.05845158036327
370 91.72320133911732 106.19415871623598 98.95868002767665 99.66171138762851
371 82.25546283252372 97.71170025978452 89.98358154615411 90.58488369475798
372 80.58927912584856 96.54782429341715 88.56855170963286 89.37468811181661
373 80.43246501271615 92.47008791897458 86.45127646584537 86.70696522492463
374 93.5802232065285 107.89065052353916 100.73543686503383 101.15488079743974
375 76.62497420207183 88.78132233017539 82.7031482661236 83.12389800478108
376 121.26038466690791 143.1720593227077 132.2162219948078 133.34962066472977
377 81.84048283083078 95.7542099837502 88.79734640729049 89.58157714063309
378 97.17557962366595 108.17093604873946 102.67325783620271 102.74799088704854
379 94.95338623766334 112.02321676872852 103.48830150319593 103.98602317630984
380 72.4662495179632 83.30084268441699 77.88354610119009 78.08028363778656
381 67.77911347202966 70.48432688084456 69.13172017643711 69.03433680833378
382 83.93259735875647 99.56872758856754 91.750662473662 92.79598910641622
383 88.36031620789475 102.62685451616788 95.49358536203133 95.71578754818383
384 77.6551578265459 89.33547409551345 83.49531596102968 83.79064984115122
385 81.70929924141537 95.94309020160281 88.8261947215091 89.09531976401604
386 91.766195866163 107.12771340346201 99.4469546348125 100.16573930116414
387 90.96595000749846 107.34676569700719 99.15635785225282 99.61283251671954
388 81.96261459157553 94.04612837388521 88.00437148273036 88.34173682549049
389 94.65190579018723 109.43053558873669 102.04122068946197 102.50035371668835
390 90.99533576127826 104.99179749706546 97.99356662917185 98.1878448742588
391 100.31616906294776 117.30596188934196 108.81106547614486 109.59917759618563
392 76.03530646818194 88.82045513304267 82.42788080061231 83.0403080931794
393 82.61199487806039 94.56373366525935 88.58786427165987 88.96838720233141
394 81.66526858598944 94.03152909834479 87.84839884216711 88.3016831881481
395 89.05691209929115 103.31927500123776 96.18809355026445 96.66599725643565
396 86.93441011662128 102.39482275954664 94.66461643808395 95.55075385425742
397 118.14374806628493 136.26773347491707 127.205740770601 127.85359061332012
398 78.57912887206354 90.4575003263293 84.51831459919642 84.75945536496874
399 88.27227135923552 101.67659152447416 94.97443144185485 95.11058483665607
400 85.0878464004557 101.62095454271567 93.35440047158568 94.13494700057497
401 108.04958210867468 128.3876473217247 118.21861471519969 119.91909476286493
402 82.80138097962158 95.4737250788011 89.13755302921135 89.28350994959139
403 87.2790622482017 101.58211204210357 94.43058714515263 95.12241644495991
404 116.17787963177388 136.81448727102386 126.49618345139888 127.77117649490941
405 75.02583886015861 86.5344860806178 80.7801624703882 80.96687891192977
406 85.34496085457903 97.9638204053073 91.65439062994317 92.06485431764656
407 101.72729437103969 115.98879614635173 108.85804525869571 109.3155949528199
408 110.30343276209376 128.30750422765408 119.30546849487392 120.46526651957761
409 90.95173296364614 109.08845923660175 100.02009610012394 101.1720270425149
410 81.85622025382908 98.02132168908318 89.93877097145614 90.70191324906259
411 90.00251409543061 98.69452349545703 94.34851879544382 94.4052427830801
